t,ret,sigma2_true
348,-0.000727208405524017,0.0006007530463489839
349,-0.014496752311954877,0.0004793843650770461
350,-0.037154688275897844,0.00042444438954139464
351,-0.023189288547634596,0.000603908167456827
352,-0.020237796679744697,0.0005354247355145903
353,-0.00994890919485814,0.0004893783145242502
354,0.013230851087697114,0.0004001569917676221
355,-0.016978598152459702,0.00037035308790324303
356,-0.00828186070237726,0.0003892883448944971
357,-0.0052285535780187565,0.0003188813858403114
358,0.026104669099379724,0.00026589566364005067
359,0.0068553243724267365,0.0003835116750376372
360,0.005547153625777754,0.00031100753988713286
361,0.02402449804920724,0.0002618778586813724
362,0.0391719807365709,0.00033536942299506814
363,-0.017507783862374816,0.0005379247524950815
364,0.00445387266293249,0.0005620181796926026
365,0.016986869752382602,0.000465999891782513
366,0.03248278330917411,0.0004233432279697674
367,-0.029783029362572325,0.0005327628435776701
368,0.0013475963487935316,0.000708915963634081
369,-0.023940826387626523,0.0005740959907021991
370,0.002470276583196982,0.0006021800679754341
371,0.008448575491386032,0.0004897229291815288
372,0.0055298691181417045,0.00040155269239347855
373,0.00031981385423203695,0.00032807494697560354
374,-0.007967875361542406,0.00026868127153204565
375,-0.0075429554454811325,0.0002373347762817835
376,-0.006950435481539833,0.00020766068663183505
377,-0.021590117356069815,0.00018466761152938335
378,-0.022749252974074784,0.0002525142685501962
379,0.00607911770150825,0.0002878343384523519
380,0.003191690339833695,0.00025987309433776013
381,0.019076356192193913,0.00021723289526860687
382,-0.034554862414966685,0.00026347253771376105
383,0.021700383936484068,0.0005477713619489614
384,-0.006148629569420995,0.0006297984925998966
385,-0.02829976793245847,0.0005305290368261087
386,0.003470207535047539,0.0005697573794159652
387,-0.019675434333293267,0.00046886479270781366
388,-0.010365096319261058,0.0004778165220235006
389,-0.014723471316214501,0.00038995864299630885
390,0.0035675171445180604,0.00035601135820795564
391,-0.039219530998565635,0.0002987301756310588
392,0.0011977372663530084,0.0006112512991599285
393,0.02456707744962321,0.0005033919396152783
394,0.019894298856120356,0.0005150387772754436
395,0.0007151010770403615,0.00046194846344959554
396,-0.04405167982079471,0.0003713712976224107
397,-0.007433093298779435,0.00072291176473295
398,0.0034951138686553284,0.0005683465517901846
399,-0.008038549537484278,0.000452950353214568
400,-0.01222415915871252,0.00038004128168978414
401,0.010004949098002022,0.00033220262871485614
402,-0.000525083556597031,0.00030455174510723624
403,-0.03725272307898574,0.0002528242203005845
404,0.002535452915367469,0.0005097323668700746
405,0.007911631773632983,0.00042879933290399186
406,-0.032203045138000645,0.0003525321788978787
407,-0.022014426076708,0.0005350780364353709
408,-0.028769074719719092,0.00047646134706042
409,0.00910696038035628,0.0005273062797800712
410,0.038591168516343595,0.00046555558714753045
411,-0.006950255756348975,0.000654936219468264
412,0.018521358332955068,0.0005616072351209142
413,-0.00927678673023863,0.0005478865313443695
414,0.029958014726589665,0.00047682735691615064
415,0.0014625505062236788,0.0006199820283469508
416,-0.015985961721845236,0.0004960144570331827
417,0.03893710128605434,0.0004452222556120793
418,-0.0012421486450693308,0.0007493496495007458
419,-0.00615794463618985,0.0006095457867055423
420,0.006001534688204452,0.00048570606011298374
421,0.03746751091591393,0.0003985001531335225
422,-0.0011455111088641157,0.0006108891197979895
423,-0.01877624899014681,0.0004992181421944931
424,-0.019563433750766183,0.000462649773803343
425,0.0039018414810788405,0.0004279433157257091
426,0.03539383764751249,0.00035583470521004
427,-0.0057818458070691345,0.000545183705403454
428,-0.0014258250501638125,0.0004692917827841391
429,-0.012351486904723296,0.000375953527159165
430,0.024218352245534938,0.00034016292115387564
431,0.021093879367057325,0.00043746440799269327
432,0.021199352287385835,0.0004054622437814447
433,0.013354749122995615,0.0003992181355981235
434,0.015216598213595642,0.0003432436456554597
435,0.025999908494481604,0.0003190135038775518
436,-0.006134753746644697,0.0003821627907389306
437,0.002163632319042656,0.0003361084618930025
438,0.031116359706140666,0.0002790266749314624
439,0.012725142165821947,0.0004342253763202531
440,-0.007327058621139413,0.0003584890060613813
441,0.01795608456830178,0.0003083550764183495
442,0.0241123820047636,0.0003402364447973687
443,0.04847622184559447,0.0003671922859135644
444,0.003490047715827809,0.0007353462919689994
445,-0.026664962791173617,0.0005842955641535155
446,-0.025835108573496048,0.0006073496637310371
447,0.005376022835243839,0.0005744587425940747
448,0.005288892619017591,0.00047584990139101617
449,0.01418930111504136,0.00038304411239388237
450,-0.009803264172164075,0.0003508180325179484
451,0.01074664019942683,0.00032102038714334547
452,-0.008361823174590026,0.00030277305808513083
453,0.021863227486844876,0.00027683692686681505
454,0.006122826909971164,0.0003593333997476645
455,0.00044746417786501786,0.0002926055872568828
456,0.003829404309240371,0.00024175004916033186
457,-0.019190494865819994,0.00020638672646582041
458,-0.0239857578445245,0.0002650019948416098
459,0.01188600849591575,0.0003086336012429511
460,-0.004538970690980844,0.00031057785567245924
461,0.018577560895694716,0.0002689583467439829
462,-0.0056887880855907,0.00031435621113562066
463,0.003767751391660467,0.0002797329354498517
464,-0.003107009379945963,0.00023943577524104473
465,-0.011586610418970378,0.0002055512301182584
466,-0.003703830097083459,0.0002012218241212867
467,0.004173800411968017,0.0001729905887143131
468,-0.008329705663668984,0.00015555961955762956
469,0.0018624350804472385,0.00015690177525152875
470,-0.003010393050113211,0.0001420510497775883
471,-0.0035911464006611916,0.00013083024337568944
472,-0.01321676702829115,0.00012090307768719151
473,0.03589826509634422,0.00014711159711051667
474,0.013470469300210324,0.0004607648899042373
475,0.027315526535563663,0.0003760306197516211
476,-0.004543788744416534,0.00045716851580701427
477,-0.061164492081069124,0.0003883356898769219
478,-0.00876000823153684,0.0010909684895716446
479,0.017653223411530236,0.0008493128241358071
480,-0.008454747220724625,0.0007274924313736358
481,0.015195056476654034,0.0006029831482984536
482,-0.00011204041780471574,0.0005461659011076679
483,0.031539826967443695,0.0004370011621899805
484,-0.004452614296164903,0.0005830998639202497
485,-0.026529351929457566,0.0004892342862142118
486,-0.008524626708048842,0.0005213868829563536
487,0.0004686354006372255,0.0004178966731937931
488,-0.022514811564516506,0.00033700550107240197
489,-0.023434297573065643,0.0003904917800175496
490,-0.01954928269329328,0.0003940702700423349
491,0.018036728861618456,0.0003733512775773075
492,0.00013852632331563697,0.00040338787579659714
493,0.014695869439156625,0.00032967442674070675
494,-0.000527907831775406,0.0003236694183325884
495,0.011678650861978982,0.0002683695421912932
496,-0.0006506412894574593,0.0002577871185279234
497,-0.0017157469247796008,0.0002176430855187003
498,0.016532275054446422,0.00018518046160681187
499,0.014499191704969468,0.00022266479058449354
500,-0.0063493598267151796,0.00021589449961118
501,-0.022785001776769568,0.0002001263978808859
502,0.012312447454706575,0.0002697565688941082
503,0.030580359806451046,0.0002858921517174606
504,-0.01642765661891545,0.0004005595578587753
505,-0.007891347806760887,0.0004312054052951851
506,-0.006868900560486312,0.0003492897450204746
507,0.012858649829191316,0.0002931737167614587
508,0.008580099735664298,0.0002865236171882457
509,0.028000367596077113,0.0002442874039179895
510,0.009023204352510111,0.00036510722229789796
511,-0.0015837543351705642,0.000299414242997869
512,-0.004676625620773239,0.0002480801016288956
513,-0.013029473998060807,0.00021192289449492116
514,-0.014864725690840512,0.00021348069404687148
515,-0.006601147143708839,0.0002157408538558393
516,0.02297373834319462,0.00018715212574096845
517,0.013720119593595101,0.0002877699628595716
518,0.0036866505664579397,0.0002553798360519093
519,0.0015855064637078093,0.0002143089355148752
520,-0.01711539293880387,0.00018272635041055832
521,-0.007385669171436706,0.00022545008000751673
522,0.0016887404823968737,0.00019408426966150167
523,0.00254797709680491,0.00016843875630627228
524,0.010357447461065572,0.00014856923193436964
525,0.010971564458107614,0.00015453228713901165
526,0.011451170451710155,0.00015481782386500195
527,-0.01858808471902099,0.00015786578026629527
528,-0.024710278728722397,0.00023360065209185527
529,0.025476268939817377,0.00029023559375248085
530,-0.004078179670579481,0.00043576808515879555
531,-0.0037771638947037764,0.0003732659872828108
532,0.022870144293302905,0.00030349565190367853
533,-0.012905793262886456,0.00036975114891720553
534,-0.038919367261579935,0.00036964771460986463
535,-0.02147847381147873,0.0005767445090013632
536,-0.0028557789748582317,0.0005020165166761226
537,0.010164823970205383,0.0004004356847359119
538,0.005983190416332282,0.0003463487613915873
539,0.01905047791429952,0.0002858403812381696
540,0.005044853370023618,0.00031061090690773414
541,0.01450415164730056,0.0002557562516316826
542,0.010418987737639092,0.00025885965338379115
543,0.013403553699768067,0.0002286368981066216
544,0.00041599871149422345,0.00022453392234264935
545,0.01343234151112962,0.0001910641697556823
546,-0.015269732118109376,0.00020740100355705397
547,0.009653576714776999,0.00025009887296550715
548,0.009362071678546776,0.00024929640985564235
549,0.032524050996879265,0.00021863188374959746
550,0.018128545752150633,0.000401478886057198
551,0.039171193166281024,0.0003547698432513952
552,0.009251222001929052,0.000589111339856689
553,-0.003575377886212082,0.0004670729782869481
554,-0.012501814470735267,0.0003773741854761655
555,0.022860335422066155,0.00033636893113903304
556,0.02478504085588943,0.0004167303421854584
557,-0.010448679324263807,0.00042107565309215645
558,0.014663838044055195,0.00038566066835290277
559,0.015339527630394763,0.00038139892607528636
560,-0.0038618937573792877,0.0003395096648358288
561,0.00304320970460066,0.0002860198384733818
562,-0.011948666022140045,0.00024091987600021177
563,0.016090291285079963,0.0002391999372967555
564,0.005258823119610483,0.0002792161592600671
565,0.023626620566237388,0.0002320339804639133
566,0.016860182559758866,0.000316846631884451
567,0.009263053839538382,0.00029243648325512746
568,0.03364793370663804,0.0002518349427024885
569,-0.012924547792124876,0.00044197944603822936
570,0.03845322275317542,0.000439910455552009
571,0.022562912974477302,0.0007542052797976974
572,0.04098483886659122,0.0006340440161500248
573,-0.004258815545824059,0.0008237154676278884
574,0.017459857292750174,0.0006767574748876527
575,0.03607093226699865,0.0006212677204983167
576,0.0062494928935236255,0.0007178912190386156
577,-0.022047335802843283,0.0005640505595124693
578,0.022718780308556702,0.0005547956886002834
579,-0.011386147241321538,0.0006052757849745189
580,0.035028592133691396,0.0005427957443732632
581,-0.013936028814424675,0.000761035624976344
582,-0.03964371842678104,0.0007028599114412457
583,-0.023530764937151272,0.0008271527530720743
584,-0.04144770955120589,0.0007058869734475565
585,-0.017175583071411267,0.0008773841690786215
586,-0.03304863392213207,0.0007042878210936366
587,-0.0002568610816707828,0.0007690026211193048
588,-0.003312233768372666,0.0006111451890245779
589,0.0488535778567894,0.00048778489523257156
590,-0.049794123948916344,0.0009405559995026736
591,0.05028491005403215,0.0015334954426130202
592,-0.06771957556257212,0.0020535756595509457
593,-0.00664175002639851,0.003019498134345376
594,-0.010504818016915485,0.0023301205649333607
595,0.042691657613948795,0.0018207702330964317
596,0.04630211042860946,0.0018551726950293528
597,-0.010526709868881679,0.0017299505708378768
598,0.04777374830558081,0.001404034620574817
599,-0.020317643616111672,0.001673336494160797
600,-0.06121973071426175,0.0015003152290636711
601,-0.043688523355136864,0.0018257816234120668
602,0.02958457947655222,0.0016369583025515242
603,0.04329967531814829,0.0015524410902782513
604,0.025174703030159968,0.00148197050351444
605,-0.027096918965855765,0.0012134887907142378
606,0.010979068027316683,0.001149793154376415
607,-0.0024902092254848085,0.000957849682421201
608,-0.004076978360440941,0.0007539976399922073
609,0.04014948906587765,0.0005931730978072296
610,-0.015909160382600884,0.0008381451987191412
611,0.022578574306537008,0.0007861828748494013
612,-0.013738567052060531,0.0007846832711843024
613,0.04019420490609844,0.0006983295112994172
614,0.023097795748298462,0.0009829719327686906
615,-0.0011763321654422293,0.0008085397546322991
616,0.022102119639457882,0.00063637991194616
617,-0.008399692522899856,0.0006191444689254892
618,0.018788858859087428,0.0005274157756961597
619,0.002213684233064725,0.0005222499030967341
620,-0.0022418228668968556,0.00041684691914040014
621,0.027261461423511425,0.0003366028816625336
622,0.024873336971528746,0.00044469387672048844
623,0.04511395315682393,0.00043883874360427157
624,-0.0073384368985575585,0.0007291182816994783
625,-0.009899607989844707,0.0006280216290356198
626,-0.030603290345001897,0.0005057499791163393
627,0.035198702797625846,0.0005931757639310701
628,-0.04267018270622354,0.0008468444628258641
629,-0.04706741463321611,0.0012429070178601488
630,0.015227252071458542,0.0012587451012956862
631,0.05102032717226318,0.0010888139901407473
632,-0.052398969510858304,0.00132232978012261
633,0.01773276763788611,0.0018741729232779499
634,0.0374679636844493,0.0016464940579312384
635,0.0777133543699269,0.0014840769987804763
636,0.13566262920125313,0.0022741070395364605
637,0.09601250490289859,0.004996571996649776
638,0.00873111139181265,0.004930727638412447
639,0.017269238702525107,0.0037642889614930776
640,0.04204693210105707,0.002948515692619198
641,0.06030023347550828,0.002579447666882194
642,0.005742215472611675,0.0025856591755589386
643,-0.10878101788317522,0.0019850878035922756
644,-0.05439403492213381,0.004103689437589216
645,-0.028659358334785275,0.0033607891372461475
646,0.010956665986279503,0.0026746856872760637
647,0.06047562515499607,0.0021001972954202562
648,-0.0012939073115426681,0.0023408463500028402
