t,ret,sigma2_true
131,-0.0059668520755680726,0.0001
132,0.0004480051748968532,0.0001
133,-0.008686617126157788,0.0001
134,-0.00928306302560134,0.0001
135,-0.006931520904910453,0.0001
136,0.008471107428046408,0.0001
137,0.007883418010372865,0.0001
138,-0.00882702588992451,0.0001
139,0.004301361595455919,0.0001
140,0.01401918925219208,0.0001
141,0.002873263393878007,0.0001
142,-0.006907747484352802,0.0001
143,0.01092725886083463,0.0001
144,0.000698592583409339,0.0001
145,-0.023912277445509878,0.0001
146,-0.00788684506761001,0.0001
147,0.0014096636859928,0.0001
148,0.011401029852191902,0.0001
149,0.009094012918254195,0.0001
150,0.004944742737343121,0.0001
151,0.008501585890460892,0.0001
152,0.005117936105143761,0.0001
153,0.009998630710702132,0.0001
154,0.009949316675881318,0.0001
155,0.004381871767506079,0.0001
156,0.0074975707339354535,0.0001
157,0.00519649466847016,0.0001
158,0.00042810312514554404,0.0001
159,-0.012632976502824703,0.0001
160,0.002764146219911852,0.0001
161,-0.009151762484684738,0.0001
162,0.0038491873053182668,0.0001
163,0.006922601727978139,0.0001
164,-0.0030787090628278664,0.0001
165,-0.01899898198049387,0.0001
166,-0.0191248967321236,0.0001
167,-0.003984671792416696,0.0001
168,0.005740722585313688,0.0001
169,0.002192248292895562,0.0001
170,0.012066674227664435,0.0001
171,-0.017063429196317197,0.0001
172,0.00437289643276799,0.0001
173,0.002751047199147125,0.0001
174,0.005101268827354872,0.0001
175,-0.015914878710568552,0.0001
176,0.02132220737939637,0.0001
177,0.01761361298722127,0.0001
178,-0.0053507762329138495,0.0001
179,-0.010446207640181162,0.0001
180,0.00883252752457502,0.0001
181,-0.0007003881155518218,0.0001
182,-0.002764980078063706,0.0001
183,-0.025689637379192724,0.0001
184,-0.005378439612907661,0.0001
185,-0.00015557300581841546,0.0001
186,-0.012375132614919218,0.0001
187,-0.000371032795968044,0.0001
188,0.010574237857623878,0.0001
189,0.005204013277601417,0.0001
190,0.0002768661520437597,0.0001
191,-0.022458086028397935,0.0001
192,-0.0029327219992925607,0.0001
193,-0.004834683282300739,0.0001
194,-0.014849678249121256,0.0001
195,-0.0134396710154418,0.0001
196,-0.010867667834574619,0.0001
197,-0.0117876882667733,0.0001
198,0.0009816646804354766,0.0001
199,-0.0010629934530849174,0.0001
200,0.01290352588017006,0.0001
201,0.006074154254951712,0.0001
202,0.015314650974561327,0.0001
203,0.020364216727055098,0.0001
204,0.019199352696864794,0.0001
205,-0.0019172856955874513,0.0001
206,0.002920580788916209,0.0001
207,0.010745903095237121,0.0001
208,0.006578225122420959,0.0001
209,0.00048775052650688546,0.0001
210,-0.0038936808725191048,0.0001
211,-0.00825541606377664,0.0001
212,-0.007137912924015046,0.0001
213,-0.013043021646892226,0.0001
214,-0.009923566393552033,0.0001
215,0.00047846318636309725,0.0001
216,0.012452660306403551,0.0001
217,0.011230797420757171,0.0001
218,-0.0203472626910203,0.0001
219,0.002817424062789909,0.0001
220,0.004992607887019956,0.0001
221,0.008048552135884183,0.0001
222,-0.009515638592528469,0.0001
223,-0.002384635996083901,0.0001
224,0.005430578992550157,0.0001
225,-0.002742055865636627,0.0001
226,0.0005869489206247224,0.0001
227,-0.00033439374128176047,0.0001
228,-0.0064071469385331035,0.0001
229,-0.010545494486235847,0.0001
230,-0.0004369358422131123,0.0001
231,-0.002320042026301645,0.0001
232,-0.0002589179761428085,0.0001
233,0.004620926168189823,0.0001
234,-0.0080423276576407,0.0001
235,0.0009738862196782946,0.0001
236,-0.0025162027271341705,0.0001
237,-0.003607927023761041,0.0001
238,-0.002477617517026027,0.0001
239,0.00034068185406508933,0.0001
240,0.02619938484609159,0.0001
241,-0.002283198690174446,0.0001
242,-0.013962143907565486,0.0001
243,0.0011784929795246762,0.0001
244,-0.002099776392691675,0.0001
245,0.005863645917697175,0.0001
246,-0.017229306348825878,0.0001
247,-0.00017033553842316752,0.0001
248,-0.009359392281474232,0.0001
249,0.0022139325923828555,0.0001
250,-0.0151625831117425,0.0001
251,-0.00282945938090155,0.0001
252,0.001361658099990821,0.0001
253,0.0031448770014830475,0.0001
254,-0.00668979675648068,0.0001
255,-0.0014793718943276117,0.0001
256,-0.021842915446607766,0.0001
257,-0.015930292563184484,0.0001
258,-0.005361963734416485,0.0001
259,0.0003342803416525364,0.0001
260,-0.006728492413233943,0.0001
261,-0.012940963873260065,0.0001
262,0.00419029493050966,0.0001
263,0.0010543053650296538,0.0001
264,0.0031879437353555355,0.0001
265,0.005245241974323184,0.0001
266,-0.0024400996461452916,0.0001
267,-0.006463815423067232,0.0001
268,-0.0037456694392791322,0.0001
269,0.027107529775750802,0.0001
270,0.004451427118189315,0.0001
271,-0.0016245766835858706,0.0001
272,0.011553642804782768,0.0001
273,0.013801615812763776,0.0001
274,0.0018717470348209118,0.0001
275,-0.02075323382214732,0.0001
276,0.0063716317916276055,0.0001
277,-0.007959728315520458,0.0001
278,-0.007919477979724391,0.0001
279,0.005181451417594627,0.0001
280,0.023611687439361054,0.0001
281,-0.005438976796561416,0.0001
282,-0.007880278634283007,0.0001
283,-0.0028933366174612447,0.0001
284,-0.0022751206434246138,0.0001
285,-0.0051892234136026736,0.0001
286,0.006893136149482414,0.0001
287,0.005251763490759869,0.0001
288,-0.011874385455352306,0.0001
289,-0.0012665502123153116,0.0001
290,-0.006325619178937243,0.0001
291,-0.00634332660996298,0.0001
292,-0.0012386609798871458,0.0001
293,-0.007949523224208156,0.0001
294,-0.0027626708636257157,0.0001
295,-0.0035156990426329117,0.0001
296,-0.0012654986361113158,0.0001
297,-0.003317666365361852,0.0001
298,0.008306598374609238,0.0001
299,0.0063477571068537965,0.0001
300,0.0051631738145948075,0.0001
301,-0.0008049157570008853,0.0001
302,-0.0035578679526417235,0.0001
303,0.01047486189888006,0.0001
304,0.005097211235780134,0.0001
305,-0.010314911854744303,0.0001
306,-0.0074359646670984995,0.0001
307,-0.011439924514717443,0.0001
308,-0.0009668104705104069,0.0001
309,0.02087235797462395,0.0001
310,0.023711262722171722,0.0001
311,0.017021272564718592,0.0001
312,-0.014646544638537415,0.0001
313,0.007975625646935094,0.0001
314,-0.0013310376293425696,0.0001
315,-0.012614921539631188,0.0001
316,-0.0038677268033662396,0.0001
317,0.008937207603153436,0.0001
318,-0.006148598707439827,0.0001
319,-0.003107040357033317,0.0001
320,-0.0038771389814088566,0.0001
321,0.01871804467355441,0.0001
322,-0.001780998938341885,0.0001
323,0.01250645204083554,0.0001
324,-0.008325000110787729,0.0001
325,-0.004602068728516942,0.0001
326,-0.0076086637470623554,0.0001
327,-0.0004932641138265145,0.0001
328,0.0025139151701082467,0.0001
329,0.005530404688975932,0.0001
330,0.017816660187226434,0.0001
331,0.02598727306105114,0.0001
332,0.0013365017784562028,0.0001
333,0.012558419821567617,0.0001
334,0.010527160163493605,0.0001
335,-0.0002853566091257298,0.0001
336,-0.00874857070034718,0.0001
337,0.002018383260355465,0.0001
338,0.012911487623238493,0.0001
339,-0.004948984923900294,0.0001
340,-0.011036825030186834,0.0001
341,-0.0004465043781119513,0.0001
342,0.01063132100293365,0.0001
343,-0.005540026653306138,0.0001
344,-0.0034584356022910913,0.0001
345,0.008177612588888269,0.0001
346,-0.0012705762393176818,0.0001
347,0.01751300720604046,0.0001
348,0.006829272430729165,0.0001
349,0.01047713416954964,0.0001
350,0.0160915858245656,0.0001
351,0.019220598282177342,0.0001
352,-0.0013392126697554475,0.0001
353,0.0035648402470892645,0.0001
354,0.014683996179796904,0.0001
355,0.015227199648732422,0.0001
356,-0.005184294141641962,0.0001
357,-0.002901507125587272,0.0001
358,-0.004775120527218936,0.0001
359,-0.011291669555179904,0.0001
360,-0.007868334963379357,0.0001
361,0.0016965748886903337,0.0001
362,0.009622180370247247,0.0001
363,2.8873355280800984e-05,0.0001
364,0.005686947262140537,0.0001
365,-0.006064368520861282,0.0001
366,0.012058550940273425,0.0001
367,-0.008721804972833569,0.0001
368,-0.00783048031604529,0.0001
369,0.0010247006269522283,0.0001
370,-0.013428174425796989,0.0001
371,-0.01080888191142926,0.0001
372,-0.009609751148093496,0.0001
373,-0.001086362060651527,0.0001
374,-0.006369086473971615,0.0001
375,0.009257404907975225,0.0001
376,-0.00139105707550538,0.0001
377,-0.001957076733443001,0.0001
378,-0.003618134328702582,0.0001
379,-0.001876105293405841,0.0001
380,0.017371727840123342,0.0001
381,-0.007935401170483884,0.0001
382,-0.006992994292374925,0.0001
383,0.005041383158700687,0.0001
384,0.009756829084123978,0.0001
385,0.009722845025144073,0.0001
386,0.012406936305516508,0.0001
387,-0.005732863087425272,0.0001
388,-0.0077074743826477015,0.0001
389,0.001420844717843955,0.0001
390,0.005890924490903768,0.0001
391,-0.0007667950020534201,0.0001
392,-0.02458008214209912,0.0001
393,-0.011748769200154368,0.0001
394,0.007244144056310278,0.0001
395,-0.010532238011537189,0.0001
396,-0.006123064423829752,0.0001
397,-0.0010548624727483582,0.0001
398,0.0036913807413897497,0.0001
399,0.0090286306382386,0.0001
400,0.01682739631990813,0.0001
401,-0.004881563080359442,0.0001
402,0.009860631639795897,0.0001
403,-0.004806535356879505,0.0001
404,-0.001181370662538705,0.0001
405,-0.017230189470120134,0.0001
406,-0.006963746504590772,0.0001
407,-0.006424600897052981,0.0001
408,-0.007091354659902025,0.0001
409,-0.01577733494111044,0.0001
410,-0.025976184989471417,0.0001
411,-0.014991345660576232,0.0001
412,-0.0033693100258840327,0.0001
413,-0.012262687190799038,0.0001
414,0.007085787339723327,0.0001
415,0.0189033798849612,0.0001
416,0.015553719630663152,0.0001
417,0.006175268446810005,0.0001
418,-0.0034968267306819557,0.0001
419,0.006994286165914787,0.0001
420,-0.01565290149748485,0.0001
421,-0.007695999359525105,0.0001
422,-0.002760467742869399,0.0001
423,-0.001988647201538169,0.0001
424,0.006040561832784751,0.0001
425,0.016046326664254353,0.0001
426,-0.007718177536025775,0.0001
427,-0.007961844555378142,0.0001
428,0.01681350544853316,0.0001
429,-0.014948254372020202,0.0001
430,-0.002664301894028966,0.0001
431,-0.01260151108924358,0.0001
432,-0.007454565939548123,0.0001
433,0.004419876590191278,0.0001
434,0.008294216756623306,0.0001
435,0.018976523538401822,0.0001
436,-0.0007941395716799665,0.0001
437,-0.03016394165306863,0.0001
438,-0.003946727019181735,0.0001
439,-0.01322302396069644,0.0001
440,-0.02427521743026636,0.0001
441,-0.0074048280333512476,0.0001
442,0.01721926544613947,0.0001
443,0.012327261729567707,0.0001
444,0.022998279092814312,0.0001
445,0.005123621059613431,0.0001
446,-0.029004240494895025,0.0001
447,-0.021527773731395354,0.0001
448,0.01105614221643458,0.0001
449,0.014691714749284527,0.0001
450,-0.012708494066934318,0.0001
451,-0.017416807592490587,0.0001
452,0.022264443792158493,0.0001
453,0.011291038432481174,0.0001
454,0.004204410953241532,0.0001
455,0.006112457101356935,0.0001
456,-0.0020087569360810946,0.0001
457,-0.022333066061710358,0.0001
458,-0.011666087318473857,0.0001
459,-0.013843453268842157,0.0001
460,0.0016512409689424402,0.0001
461,0.0035037310291815577,0.0001
462,0.018869977045998163,0.0001
463,0.006246763676530204,0.0001
464,-0.01776499918184649,0.0001
465,0.01271096526582875,0.0001
466,0.00753706863828206,0.0001
467,-0.003194463551652077,0.0001
468,-0.002085402352451217,0.0001
469,-0.006007492773831116,0.0001
470,-0.004484050672482284,0.0001
471,0.014783976265094635,0.0001
472,-0.0003270950048867405,0.0001
473,-0.004649351817803399,0.0001
474,0.006543663939889991,0.0001
475,0.027785854671604472,0.0001
476,0.001775497753505159,0.0001
477,0.0017832212327847392,0.0001
478,0.001312095238034689,0.0001
479,-0.02616621560941832,0.0001
480,-0.0023556655516365093,0.0001
481,-0.001330344283629461,0.0001
482,-0.011809183286876433,0.0001
483,-0.003180571742093332,0.0001
484,0.010387920712873434,0.0001
485,-0.002927557389969235,0.0001
486,-0.013810291776087716,0.0001
487,-0.0076302906710109,0.0001
488,-0.007870444746509045,0.0001
489,0.0106847620094184,0.0001
490,-0.0011544049761833587,0.0001
491,0.0016846499777720683,0.0001
492,-0.00406919880554266,0.0001
493,-0.008942324255941115,0.0001
494,-0.006190323827108713,0.0001
495,-0.009343093082938285,0.0001
496,-0.006477971584456652,0.0001
497,-0.012775560477334299,0.0001
498,0.004034039033873664,0.0001
499,0.012796213794939013,0.0001
500,0.011137467574420879,0.0001
501,0.00838340885056023,0.0001
502,0.002253116811055662,0.0001
503,-0.0013506722515997836,0.0001
504,0.007458848904492065,0.0001
505,0.008600756986460506,0.0001
506,0.0022088049361340123,0.0001
507,-0.011570556459268503,0.0001
508,0.002885023570184891,0.0001
509,-0.004338682823528864,0.0001
510,-0.0050240552401678105,0.0001
511,0.02103970215434541,0.0001
512,-0.00497933378928921,0.0001
513,-0.01386521452958458,0.0001
514,-0.007294874536819089,0.0001
515,-0.009132760485545068,0.0001
516,0.00907030298668505,0.0001
517,-0.0003043674767404381,0.0001
518,-0.002034230581938041,0.0001
519,-0.006337368590367406,0.0001
520,-0.026715409327759957,0.0001
521,-0.0017605662198478629,0.0001
522,0.0018091087371879067,0.0001
523,-0.005442205174860599,0.0001
524,0.003813716778981452,0.0001
525,-0.006981328787471897,0.0001
526,0.010340067657057002,0.0001
527,-0.007667215172968316,0.0001
528,0.005921465023088744,0.0001
529,0.007014658766998906,0.0001
530,-0.014413031099570381,0.0001
531,-0.0018132601913867237,0.0001
532,-0.0042533203250562646,0.0001
533,-0.004744587507072375,0.0001
534,0.008011828087587516,0.0001
535,0.0031116858894472098,0.0001
536,0.0005384137045319359,0.0001
537,-0.00029812849761931835,0.0001
538,0.016182312960174968,0.0001
539,0.00514935241174015,0.0001
540,0.012152072513353943,0.0001
541,0.0010949958686305523,0.0001
542,-0.00605768733346308,0.0001
543,-0.011528008400901086,0.0001
544,-0.006253080322304254,0.0001
545,0.007294894508589001,0.0001
546,0.010177946883262243,0.0001
547,-0.0010453612663486318,0.0001
548,0.010147506635577739,0.0001
549,0.010405563392220471,0.0001
550,0.022557082618165688,0.0001
551,0.008983083641883185,0.0001
552,0.020521368121443364,0.0001
553,0.009487150278919634,0.0001
554,0.004485198305161518,0.0001
555,0.016411699645464267,0.0001
556,0.003999819430009737,0.0001
557,0.006619265393284604,0.0001
558,0.008417182344918733,0.0001
559,0.00906336588596967,0.0001
560,-0.016572715180794693,0.0001
561,-0.0017187239968940275,0.0001
562,0.0010704521562622071,0.0001
563,0.016866232247894346,0.0001
564,0.021993894536993713,0.0001
565,0.0006927202226651925,0.0001
566,-0.003480086189197635,0.0001
567,-0.021517876275547087,0.0001
568,-0.017473770327732684,0.0001
569,0.0005845734766636479,0.0001
570,-0.004389983348888657,0.0001
571,-0.0007871967902169705,0.0001
572,0.003433516883565129,0.0001
573,-0.011017949563184163,0.0001
574,-0.0037099619395766837,0.0001
575,-0.017079508891856634,0.0001
576,-0.002623951948377384,0.0001
577,0.0033959045199714135,0.0001
578,-0.01779365321357713,0.0001
579,0.004065608861836071,0.0001
580,0.008711395039582959,0.0001
581,-0.006460022013421116,0.0001
582,0.010760349523461405,0.0001
583,0.004986898510853449,0.0001
584,0.011933414795410569,0.0001
585,-0.007536839685084411,0.0001
586,-0.017484276707498865,0.0001
587,-0.025928799668163652,0.0001
588,-0.009418253648418914,0.0001
589,-0.012664719416923494,0.0001
590,-0.007957796221217055,0.0001
591,-0.000919092020218523,0.0001
592,-0.0010831933151816719,0.0001
593,-0.011091411710930936,0.0001
594,-0.007353008857204813,0.0001
595,-0.00896527224327713,0.0001
596,0.0025398805163026274,0.0001
597,-0.006061053342214858,0.0001
598,-0.013818552188934104,0.0001
599,0.004307528726853846,0.0001
600,0.014064399344590318,0.0001
601,0.02011312013618852,0.0001
602,0.006438978956503237,0.0001
603,-0.005055766595240981,0.0001
604,-0.011436239666537765,0.0001
605,-0.021132321525786157,0.0001
606,-0.004140531046562963,0.0001
607,-0.008596681851640912,0.0001
608,0.006031603855535337,0.0001
609,-0.013258153500868253,0.0001
610,-0.008859839524878864,0.0001
611,-0.013590991717974725,0.0001
612,-0.011874246035726113,0.0001
613,-0.006546250551799158,0.0001
614,-0.00213674074229217,0.0001
615,-0.01105783795616063,0.0001
616,-0.007806321154664522,0.0001
617,-3.662555412265359e-05,0.0001
618,0.003579213347914718,0.0001
619,0.0013075226206242518,0.0001
620,0.008707217993583602,0.0001
621,-0.004132268207646374,0.0001
622,-0.0016710171404888399,0.0001
623,0.01588874782976801,0.0001
624,0.002936024872877376,0.0001
625,0.009028643315861121,0.0001
626,-0.017115231718210097,0.0001
627,-0.013019698971057272,0.0001
628,-0.0007592978617183831,0.0001
629,0.00643730166962948,0.0001
630,0.017847863293058656,0.0001
631,-0.002799537559856247,0.0001
632,-0.012633234756813454,0.0001
633,-0.004321183324946469,0.0001
634,-0.009714324373940278,0.0001
635,-0.00020631983715273583,0.0001
636,0.008501380174306739,0.0001
637,0.0108082517641504,0.0001
638,-0.0010364674442361304,0.0001
639,-0.017094219382550194,0.0001
640,0.018500637492919542,0.0001
641,0.012287475050891854,0.0001
642,0.000302944914465608,0.0001
643,0.003015916080999179,0.0001
644,0.011132608490057648,0.0001
645,0.001834134039431466,0.0001
646,0.005416476076610622,0.0001
647,0.012982983200567013,0.0001
648,-0.01914597846233379,0.0001
649,-0.009180274108620226,0.0001
650,0.00871162523375354,0.0001
651,0.009532099431816427,0.0001
652,-0.0005414721845135717,0.0001
653,-0.010946953425374996,0.0001
654,-0.00554822777561649,0.0001
655,0.0031674057695983593,0.0001
656,9.392725223993759e-05,0.0001
657,0.001956720738726533,0.0001
658,-0.00448801871103807,0.0001
659,-0.011572017675908406,0.0001
660,-0.010491819868237882,0.0001
661,0.0059195057660045335,0.0001
662,0.004483391022599382,0.0001
663,0.019744449190713113,0.0001
664,-0.00338233678489128,0.0001
665,-0.008599850188211824,0.0001
666,-0.015691010543641987,0.0001
667,-0.009644601292823808,0.0001
668,0.008849466082795533,0.0001
669,0.0028219901243430067,0.0001
670,0.0018635972816916468,0.0001
671,-0.0020338282875964698,0.0001
672,0.02499210320304305,0.0001
673,0.03010911299174165,0.0001
674,0.018130169640878657,0.0001
675,0.00885447774765388,0.0001
676,-0.0020546185074379244,0.0001
677,-0.002583723166055421,0.0001
678,-0.007055230884277688,0.0001
679,0.010642592447162941,0.0001
680,0.0020843840501059887,0.0001
681,0.02097860820495773,0.0001
682,0.001418210980849683,0.0001
683,-0.012515674316800895,0.0001
684,0.006591872586265821,0.0001
685,0.007062999095644374,0.0001
686,0.002728933739818736,0.0001
687,0.013650963863930726,0.0001
688,0.013413631319472291,0.0001
689,0.0007583292365139858,0.0001
690,-0.01216759865521251,0.0001
691,-0.012347011785369429,0.0001
692,-0.007607855228260043,0.0001
693,0.003587841163311808,0.0001
694,0.013660941799601319,0.0001
695,0.003143026270997153,0.0001
696,0.00336396118758327,0.0001
697,-0.012348893487085151,0.0001
698,-0.005282537073701706,0.0001
699,0.002930554157118453,0.0001
700,0.0048143255598338585,0.0001
701,-0.0029040056455585384,0.0001
702,-0.011137557779590506,0.0001
703,-0.006054043414972977,0.0001
704,0.01202383333012444,0.0001
705,-0.006035818153126514,0.0001
706,-0.016817926189299098,0.0001
707,0.0031028573768046752,0.0001
708,0.007078991683880033,0.0001
709,0.0004872973599895802,0.0001
710,0.013001210815250836,0.0001
711,-0.012015978906295084,0.0001
712,0.001910761949162091,0.0001
713,-0.011369128917292044,0.0001
714,0.011045282189969837,0.0001
715,-0.002264865022034095,0.0001
716,0.003748484941090043,0.0001
717,0.0016224291571114169,0.0001
718,-0.011942005363384179,0.0001
719,0.0014953131425890684,0.0001
720,-0.02166022197187372,0.0001
721,-0.03146233737973429,0.0001
722,-0.006892510758144481,0.0001
723,-0.006895287032133482,0.0001
724,0.009054822290348851,0.0001
725,0.017971473759934447,0.0001
726,0.016315721430954243,0.0001
727,0.008688744650084382,0.0001
728,0.007233137891377812,0.0001
729,-0.012857776456223036,0.0001
730,0.006831931467933157,0.0001
731,0.004088917442099137,0.0001
732,-0.013885678697323352,0.0001
733,-0.0007452007333428238,0.0001
734,0.003161810771372015,0.0001
735,0.012316128230794627,0.0001
736,0.014877953363999708,0.0001
737,-0.0024480062406291633,0.0001
738,-0.00957127548222451,0.0001
739,-0.009881882645993146,0.0001
740,0.009670627357957283,0.0001
741,0.015741534794508124,0.0001
742,0.015251489236078037,0.0001
743,-0.0009211204933333861,0.0001
744,0.011561359037446164,0.0001
745,-0.005109000588983974,0.0001
746,-0.006272554660897513,0.0001
747,-0.01176598286308999,0.0001
748,-0.0020030428434751097,0.0001
749,0.002426292980508002,0.0001
750,0.005139078601359086,0.0001
751,0.008637529106446001,0.0001
752,0.002829947206318327,0.0001
753,0.014297025051691897,0.0001
754,-0.011954861640582704,0.0001
755,0.011223164509849733,0.0001
756,0.000886365583012147,0.0001
757,0.013720154387868054,0.0001
758,0.010638734260880746,0.0001
759,-0.0050066617345350985,0.0001
760,-0.006596141440501662,0.0001
761,0.01623181765235491,0.0001
762,-0.003325973383747119,0.0001
763,-0.010056357700753733,0.0001
764,-0.01177678748161344,0.0001
765,-0.002391124205239437,0.0001
766,-0.004855087942745698,0.0001
767,-0.004020401487316051,0.0001
768,0.016474079223492227,0.0001
769,-0.00460802883537817,0.0001
770,-0.0007366574601466784,0.0001
771,-0.006127385826901123,0.0001
772,-0.001173490152460614,0.0001
773,-0.01100484152531427,0.0001
774,0.008284074329403493,0.0001
775,-0.0035378604276336875,0.0001
776,-0.018956441737697356,0.0001
777,0.0003174315723764931,0.0001
778,-0.0031699982265126366,0.0001
779,0.006152474711359507,0.0001
780,-0.0060709856282923115,0.0001
781,0.008783100871506314,0.0001
782,-0.0017337730671735916,0.0001
783,0.02773690328433585,0.0001
784,0.01061060726940688,0.0001
785,-0.010046952304948778,0.0001
786,0.0013510494533725964,0.0001
787,-0.01525812759279589,0.0001
788,0.0028056165421351522,0.0001
789,-0.0025252635337523156,0.0001
790,-0.0004703732444248238,0.0001
791,0.009606799887949817,0.0001
792,0.01381526091421684,0.0001
793,-0.002136576229894988,0.0001
794,-0.003793303632727874,0.0001
795,0.011299846212832323,0.0001
796,0.014483848613737048,0.0001
797,0.016024568646925495,0.0001
798,0.007048067395851045,0.0001
799,-0.011469622041566197,0.0001
800,-0.00509396370209146,0.0001
801,-0.030497232013088404,0.0001
802,-0.009024101181678089,0.0001
803,-0.003204712584824536,0.0001
804,0.008315131724894459,0.0001
805,-0.0309612761612318,0.0001
806,-0.02472514570014704,0.0001
807,0.004868465481768244,0.0001
808,-0.0009792918050575267,0.0001
809,-0.012206004695784324,0.0001
810,-0.006289450555625542,0.0001
811,0.01547136502968684,0.0001
812,0.007458760334237404,0.0001
813,0.014583282294059774,0.0001
814,0.009785186979535943,0.0001
815,0.020856272056288972,0.0001
816,-0.0043733152756082186,0.0001
817,-0.008929458893566965,0.0001
818,-0.008097661044467888,0.0001
819,-0.01356320645971854,0.0001
820,0.010808036529650794,0.0001
821,0.001892442522023973,0.0001
822,-0.01354204461649671,0.0001
823,-0.01061366813195387,0.0001
824,0.003741837800800616,0.0001
825,-0.010532718886065762,0.0001
826,0.005239629022951379,0.0001
827,0.011934887501783063,0.0001
828,-0.023321343710081273,0.0001
829,-0.01529028035985895,0.0001
830,-0.004913105533830544,0.0001
831,0.013798251407844485,0.0001
832,0.01975279635234594,0.0001
833,0.003366416541975193,0.0001
834,-0.0042198268751967435,0.0001
